train/learning_rate:0.0003;train/entropy_loss:-0.49017559001222255;train/policy_gradient_loss:-0.017269571119686588;train/value_loss:0.09595671987626701;train/approx_kl:0.01688910648226738;train/clip_fraction:0.148388671875;train/loss:0.03762653097510338;train/explained_variance:-0.2231353521347046;train/n_updates:10;train/clip_range:0.2
eval/mean_reward:0.7368421052631579;eval/std_reward:0.44034738238635557;eval/mean_ep_length:8.736842105263158;eval/std_ep_length:5.892386749581887;eval/num_timesteps:5000
train/learning_rate:0.0003;train/entropy_loss:-0.45111651830375193;train/policy_gradient_loss:-0.015949142863973975;train/value_loss:0.08777422441635281;train/approx_kl:0.01839044876396656;train/clip_fraction:0.150048828125;train/loss:0.014511745423078537;train/explained_variance:0.04137110710144043;train/n_updates:20;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.423099065804854;train/policy_gradient_loss:-0.0139533960231347;train/value_loss:0.09396837041713298;train/approx_kl:0.015871156007051468;train/clip_fraction:0.143115234375;train/loss:0.045691102743148804;train/explained_variance:0.07474559545516968;train/n_updates:30;train/clip_range:0.2
eval/mean_reward:0.8947368421052632;eval/std_reward:0.30689220499185793;eval/mean_ep_length:5.631578947368421;eval/std_ep_length:3.390552296506612;eval/num_timesteps:10000
train/learning_rate:0.0003;train/entropy_loss:-0.3582442568615079;train/policy_gradient_loss:-0.012539005270809866;train/value_loss:0.08935985623393208;train/approx_kl:0.017507754266262054;train/clip_fraction:0.13671875;train/loss:0.04411940276622772;train/explained_variance:0.1385633945465088;train/n_updates:40;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.3551421879790723;train/policy_gradient_loss:-0.011996569597977213;train/value_loss:0.10384770072996616;train/approx_kl:0.016205601394176483;train/clip_fraction:0.11484375;train/loss:0.05816134810447693;train/explained_variance:0.052812814712524414;train/n_updates:50;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.34126005568541584;train/policy_gradient_loss:-0.008284213396837003;train/value_loss:0.10245311668841169;train/approx_kl:0.012790853157639503;train/clip_fraction:0.09140625;train/loss:0.05215182900428772;train/explained_variance:0.09372514486312866;train/n_updates:60;train/clip_range:0.2
eval/mean_reward:1.0;eval/std_reward:0.0;eval/mean_ep_length:5.315789473684211;eval/std_ep_length:3.5101751580069616;eval/num_timesteps:15000
train/learning_rate:0.0003;train/entropy_loss:-0.30488076629117133;train/policy_gradient_loss:-0.011975713731953875;train/value_loss:0.10173673066310585;train/approx_kl:0.018384287133812904;train/clip_fraction:0.113427734375;train/loss:0.02541240118443966;train/explained_variance:0.17394161224365234;train/n_updates:70;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.2802123371511698;train/policy_gradient_loss:-0.011602123611373827;train/value_loss:0.10235999511787668;train/approx_kl:0.0141068734228611;train/clip_fraction:0.111376953125;train/loss:0.019010167568922043;train/explained_variance:0.14965730905532837;train/n_updates:80;train/clip_range:0.2
eval/mean_reward:0.8947368421052632;eval/std_reward:0.3068922049918579;eval/mean_ep_length:5.0;eval/std_ep_length:3.387282717832439;eval/num_timesteps:20000
train/learning_rate:0.0003;train/entropy_loss:-0.25289142911788076;train/policy_gradient_loss:-0.0057726186380023135;train/value_loss:0.10302459707017989;train/approx_kl:0.009238336235284805;train/clip_fraction:0.071435546875;train/loss:0.026862116530537605;train/explained_variance:0.16681987047195435;train/n_updates:90;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.22429913645610214;train/policy_gradient_loss:-0.007143656055268366;train/value_loss:0.0877833743696101;train/approx_kl:0.009445492178201675;train/clip_fraction:0.0859375;train/loss:0.04333473742008209;train/explained_variance:0.250727117061615;train/n_updates:100;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.2246507938252762;train/policy_gradient_loss:-0.005366597816464491;train/value_loss:0.07740379892056808;train/approx_kl:0.008856980130076408;train/clip_fraction:0.073828125;train/loss:0.019053786993026733;train/explained_variance:0.3645409941673279;train/n_updates:110;train/clip_range:0.2
eval/mean_reward:0.9473684210526315;eval/std_reward:0.22329687826943606;eval/mean_ep_length:4.842105263157895;eval/std_ep_length:3.04809099696216;eval/num_timesteps:25000
train/learning_rate:0.0003;train/entropy_loss:-0.20031388474162667;train/policy_gradient_loss:-0.007324319220788311;train/value_loss:0.05194441908388399;train/approx_kl:0.010971089825034142;train/clip_fraction:0.08154296875;train/loss:0.016936372965574265;train/explained_variance:0.5373392701148987;train/n_updates:120;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.19760735100135207;train/policy_gradient_loss:-0.007087668610620312;train/value_loss:0.03642636445001699;train/approx_kl:0.014790255576372147;train/clip_fraction:0.08076171875;train/loss:0.03975711762905121;train/explained_variance:0.6958123445510864;train/n_updates:130;train/clip_range:0.2
eval/mean_reward:0.9473684210526315;eval/std_reward:0.22329687826943603;eval/mean_ep_length:5.7894736842105265;eval/std_ep_length:4.0856481463316525;eval/num_timesteps:30000
train/learning_rate:0.0003;train/entropy_loss:-0.18341754832072182;train/policy_gradient_loss:-0.005470370668626856;train/value_loss:0.012876352052990115;train/approx_kl:0.012004808522760868;train/clip_fraction:0.064404296875;train/loss:-0.0027825571596622467;train/explained_variance:0.8620506525039673;train/n_updates:140;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.17760317195206882;train/policy_gradient_loss:-0.009814787498908118;train/value_loss:0.013384356376627693;train/approx_kl:0.01861577481031418;train/clip_fraction:0.092529296875;train/loss:-0.009388873353600502;train/explained_variance:0.8936353921890259;train/n_updates:150;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.13459240728989244;train/policy_gradient_loss:-0.005516626182361506;train/value_loss:0.01340628571488196;train/approx_kl:0.006996736861765385;train/clip_fraction:0.0599609375;train/loss:0.0030567790381610394;train/explained_variance:0.9108865857124329;train/n_updates:160;train/clip_range:0.2
eval/mean_reward:1.0;eval/std_reward:0.0;eval/mean_ep_length:5.0;eval/std_ep_length:3.0435436410107286;eval/num_timesteps:35000
train/learning_rate:0.0003;train/entropy_loss:-0.15585260801017284;train/policy_gradient_loss:-0.006415133329574019;train/value_loss:0.005706011752045015;train/approx_kl:0.02210446447134018;train/clip_fraction:0.070263671875;train/loss:-0.002438791561871767;train/explained_variance:0.9559546113014221;train/n_updates:170;train/clip_range:0.2
train/learning_rate:0.0003;train/entropy_loss:-0.1465696398401633;train/policy_gradient_loss:-0.008142246076749871;train/value_loss:0.011259625033380872;train/approx_kl:0.028002824634313583;train/clip_fraction:0.072216796875;train/loss:-0.010132163763046265;train/explained_variance:0.9264141917228699;train/n_updates:180;train/clip_range:0.2
eval/mean_reward:1.0;eval/std_reward:0.0;eval/mean_ep_length:4.894736842105263;eval/std_ep_length:2.788977115682478;eval/num_timesteps:40000
train/learning_rate:0.0003;train/entropy_loss:-0.1343222858500667;train/policy_gradient_loss:-0.006161154487563181;train/value_loss:0.005233251943354844;train/approx_kl:0.01138159167021513;train/clip_fraction:0.06259765625;train/loss:0.003028030041605234;train/explained_variance:0.9691579937934875;train/n_updates:190;train/clip_range:0.2
